title_len,body_length,num_codeblocks,len_codeblocks,code/text,num_tags,good_score
38,252,1,7,0.0277777777777777,4,True
45,383,5,140,0.3655352480417754,3,True
79,1321,26,253,0.1915215745647236,4,True
36,1492,6,78,0.0522788203753351,4,True
37,1076,2,49,0.045539033457249,5,True
136,5001,0,0,0.0,4,True
38,668,0,0,0.0,3,True
41,449,0,0,0.0,3,True
52,1482,0,0,0.0,3,True
50,101,1,7,0.0693069306930693,1,False
29,398,0,0,0.0,1,True
51,326,3,58,0.1779141104294478,1,True
54,621,1,11,0.0177133655394524,3,True
82,687,0,0,0.0,5,True
41,641,1,17,0.0265210608424337,1,True
65,1170,1,13,0.0111111111111111,5,True
54,1992,0,0,0.0,5,True
65,1636,1,243,0.1485330073349633,5,True
67,280,1,6,0.0214285714285714,2,True
86,136,1,68,0.5,2,True
48,323,3,55,0.1702786377708978,1,True
65,935,0,0,0.0,1,True
46,571,0,0,0.0,3,True
33,337,1,30,0.0890207715133531,4,True
96,1196,5,102,0.0852842809364548,1,True
72,214,0,0,0.0,4,True
52,1980,0,0,0.0,1,True
88,215,0,0,0.0,2,True
77,708,0,0,0.0,4,True
90,1893,16,160,0.0845219228737453,3,True
52,59,0,0,0.0,2,True
58,677,0,0,0.0,1,True
43,1570,0,0,0.0,3,True
55,220,1,7,0.0318181818181818,4,True
69,917,0,0,0.0,5,True
41,205,0,0,0.0,3,True
72,747,0,0,0.0,2,True
55,1323,4,98,0.074074074074074,5,True
43,240,0,0,0.0,5,True
45,395,2,26,0.0658227848101265,3,True
64,1079,4,59,0.0546802594995366,1,True
79,1811,1,710,0.3920485919381557,5,False
74,320,0,0,0.0,2,True
55,493,1,13,0.0263691683569979,1,True
36,525,0,0,0.0,2,True
38,855,0,0,0.0,3,True
65,475,0,0,0.0,3,True
21,154,0,0,0.0,2,True
38,1255,5,113,0.0900398406374502,5,True
34,474,0,0,0.0,3,True
32,545,5,105,0.1926605504587156,1,True
68,227,0,0,0.0,4,True
71,459,9,56,0.1220043572984749,5,True
135,655,2,38,0.0580152671755725,5,True
54,2156,0,0,0.0,5,True
25,861,2,12,0.0139372822299651,2,True
35,1184,6,79,0.0667229729729729,1,True
108,1374,1,39,0.0283842794759825,5,True
118,1261,0,0,0.0,4,True
40,383,1,158,0.412532637075718,2,True
26,398,1,149,0.3743718592964824,1,True
58,323,3,19,0.0588235294117647,5,True
37,9709,0,0,0.0,4,True
34,2406,0,0,0.0,4,True
48,5903,1,38,0.0064374047094697,3,True
45,269,0,0,0.0,3,True
127,782,6,179,0.2289002557544757,5,True
48,1138,2,12,0.0105448154657293,3,True
89,380,0,0,0.0,1,True
106,360,0,0,0.0,4,True
60,1176,0,0,0.0,2,True
77,1002,0,0,0.0,5,True
92,957,1,13,0.0135841170323928,3,True
165,908,2,92,0.1013215859030837,3,True
41,1638,0,0,0.0,4,True
68,1284,5,98,0.0763239875389408,5,True
62,473,0,0,0.0,4,True
49,1857,0,0,0.0,3,True
99,264,0,0,0.0,1,True
71,2595,0,0,0.0,2,True
42,341,4,107,0.313782991202346,2,True
65,490,0,0,0.0,2,True
74,1204,9,153,0.1270764119601329,2,True
93,598,0,0,0.0,3,True
57,467,0,0,0.0,5,True
41,231,0,0,0.0,4,False
28,134,1,3,0.0223880597014925,1,True
46,2796,0,0,0.0,2,False
38,663,0,0,0.0,4,True
47,421,1,39,0.0926365795724465,2,True
57,212,0,0,0.0,4,False
45,782,0,0,0.0,2,True
57,832,0,0,0.0,5,True
50,864,0,0,0.0,3,True
70,2468,2,121,0.0490275526742301,5,True
69,2165,0,0,0.0,3,True
77,6704,1,15,0.0022374701670644,5,True
70,389,0,0,0.0,4,True
90,314,2,39,0.1242038216560509,2,True
80,2048,0,0,0.0,2,True
93,9080,0,0,0.0,4,False
65,545,1,141,0.2587155963302752,4,True
59,4094,0,0,0.0,5,True
54,4180,0,0,0.0,4,False
51,1526,6,98,0.0642201834862385,5,True
52,250,0,0,0.0,1,True
71,1079,2,14,0.0129749768303985,3,True
42,416,0,0,0.0,1,False
39,337,3,155,0.4599406528189911,3,True
47,776,5,29,0.0373711340206185,1,True
31,1608,2,18,0.0111940298507462,4,True
98,706,0,0,0.0,5,True
98,3834,2,12,0.0031298904538341,4,True
56,401,1,23,0.0573566084788029,2,True
56,1079,0,0,0.0,5,True
48,240,0,0,0.0,2,True
84,326,1,33,0.1012269938650306,3,True
49,841,0,0,0.0,3,False
102,555,6,32,0.0576576576576576,2,True
61,432,2,57,0.1319444444444444,4,True
94,1340,4,152,0.1134328358208955,2,True
96,727,2,18,0.0247592847317744,5,True
32,256,1,92,0.359375,4,True
78,1419,1,79,0.0556730091613812,3,True
43,907,1,73,0.0804851157662624,3,True
47,2334,1,35,0.0149957155098543,3,True
102,1295,0,0,0.0,5,True
53,933,0,0,0.0,5,True
115,1337,0,0,0.0,5,True
46,850,10,70,0.0823529411764705,3,True
50,2729,0,0,0.0,5,True
67,3547,4,78,0.0219904144347335,2,True
68,1336,0,0,0.0,3,True
48,545,0,0,0.0,4,True
69,411,0,0,0.0,2,True
48,274,4,30,0.1094890510948905,5,True
57,1241,0,0,0.0,1,True
78,840,0,0,0.0,5,True
57,713,0,0,0.0,2,True
80,3100,0,0,0.0,4,True
55,541,0,0,0.0,2,True
35,1071,1,30,0.0280112044817927,3,True
69,809,2,67,0.0828182941903584,5,True
30,198,0,0,0.0,1,True
51,1032,11,433,0.4195736434108527,1,True
68,373,0,0,0.0,2,True
77,375,7,118,0.3146666666666666,1,True
49,471,3,92,0.1953290870488322,5,True
58,1167,0,0,0.0,2,True
41,589,0,0,0.0,5,True
80,138,0,0,0.0,5,False
64,167,1,24,0.1437125748502994,2,True
38,718,0,0,0.0,1,True
39,1337,2,106,0.0792819745699326,2,True
63,1108,0,0,0.0,3,True
60,602,0,0,0.0,2,True
66,160,1,24,0.15,3,True
46,119,1,9,0.0756302521008403,2,True
60,336,0,0,0.0,4,True
68,510,1,14,0.0274509803921568,3,True
57,8152,19,329,0.0403581943081452,5,True
60,549,0,0,0.0,2,False
64,2366,2,332,0.1403212172442941,5,True
123,501,4,122,0.2435129740518962,3,True
102,5800,0,0,0.0,4,True
48,126,0,0,0.0,1,True
53,789,3,77,0.0975918884664131,5,True
89,1086,1,21,0.0193370165745856,3,True
84,1727,0,0,0.0,5,True
48,886,4,29,0.0327313769751693,4,True
55,3309,3,495,0.1495920217588395,4,True
67,856,0,0,0.0,4,True
61,408,1,104,0.2549019607843137,4,True
95,1001,0,0,0.0,2,True
95,792,0,0,0.0,3,False
74,2064,0,0,0.0,3,True
71,2262,30,528,0.2334217506631299,3,True
63,655,0,0,0.0,4,True
53,469,1,23,0.0490405117270788,4,True
79,4126,0,0,0.0,2,True
38,8609,2,61,0.0070856080845626,3,True
57,706,3,337,0.4773371104815864,5,True
58,254,0,0,0.0,3,True
38,644,0,0,0.0,3,True
97,647,0,0,0.0,2,False
41,197,0,0,0.0,3,True
43,1026,7,89,0.0867446393762183,4,True
63,96,0,0,0.0,4,True
141,9737,1,5,0.0005135051864023,3,True
53,1615,6,148,0.091640866873065,3,True
28,701,1,135,0.1925820256776034,3,True
50,1083,1,10,0.0092336103416435,3,True
69,1789,8,54,0.0301844605925097,3,True
36,1008,9,140,0.1388888888888889,2,True
105,1444,1,23,0.0159279778393351,2,True
41,461,0,0,0.0,4,False
41,210,1,59,0.2809523809523809,2,True
46,1407,4,53,0.0376687988628287,3,True
73,5076,0,0,0.0,5,True
54,891,1,42,0.0471380471380471,3,True
27,829,4,139,0.1676718938480096,3,True
34,641,0,0,0.0,4,False
77,344,0,0,0.0,2,True
22,655,4,86,0.1312977099236641,4,True
50,904,1,31,0.03429203539823,5,True
68,490,1,68,0.1387755102040816,3,True
50,574,1,6,0.0104529616724738,1,True
48,183,1,15,0.081967213114754,3,True
44,1224,0,0,0.0,5,True
47,316,0,0,0.0,3,True
103,5470,0,0,0.0,2,False
78,780,2,10,0.0128205128205128,4,True
39,1417,10,72,0.0508115737473535,4,True
49,1377,2,56,0.0406681190994916,3,True
83,759,0,0,0.0,5,True
80,1282,6,32,0.0249609984399376,3,True
102,194,0,0,0.0,2,True
131,774,0,0,0.0,3,True
80,495,0,0,0.0,5,True
40,330,0,0,0.0,3,False
63,315,0,0,0.0,5,False
48,794,3,46,0.0579345088161209,3,True
45,434,1,125,0.2880184331797235,3,True
71,1235,0,0,0.0,2,True
36,727,5,132,0.1815680880330124,2,True
39,1173,3,21,0.0179028132992327,3,True
67,342,1,70,0.2046783625730994,3,True
35,2663,2,143,0.0536988358993616,3,True
38,1156,0,0,0.0,5,False
129,4654,8,446,0.095831542758917,5,False
38,1375,7,28,0.0203636363636363,2,True
43,642,0,0,0.0,4,True
50,2647,0,0,0.0,2,True
67,2444,0,0,0.0,5,True
75,702,7,255,0.3632478632478632,3,False
37,1065,3,28,0.0262910798122065,3,True
55,1117,2,128,0.1145926589077887,4,True
40,276,4,105,0.3804347826086957,5,True
85,8583,0,0,0.0,2,True
61,1360,3,28,0.0205882352941176,4,True
41,520,0,0,0.0,3,True
74,2923,2,524,0.1792678754704071,5,True
58,14042,2,158,0.0112519584104828,4,True
46,264,0,0,0.0,3,False
61,568,1,30,0.0528169014084507,2,True
48,2498,1,51,0.0204163330664531,5,True
35,1080,1,54,0.05,2,True
43,1932,0,0,0.0,5,True
38,1697,1,45,0.0265173836181496,4,True
67,784,4,194,0.2474489795918367,4,True
62,1450,0,0,0.0,4,True
47,1511,3,51,0.0337524818001323,3,True
103,726,1,221,0.3044077134986226,3,False
92,678,0,0,0.0,5,True
63,1000,0,0,0.0,4,True
30,1135,1,165,0.145374449339207,1,True
85,1509,0,0,0.0,3,True
77,513,1,13,0.0253411306042884,4,True
53,517,0,0,0.0,5,True
75,183,0,0,0.0,3,False
98,3170,1,103,0.0324921135646687,5,True
75,2804,5,98,0.0349500713266761,4,True
24,1791,7,77,0.0429927414852037,5,True
62,871,0,0,0.0,3,True
48,739,2,188,0.2543978349120433,5,True
154,17360,2,34,0.0019585253456221,3,True
33,264,1,84,0.3181818181818182,1,False
77,213,0,0,0.0,1,False
62,343,2,50,0.1457725947521866,3,False
64,1090,0,0,0.0,5,True
46,509,5,100,0.1964636542239685,4,True
43,188,2,55,0.2925531914893617,3,True
66,3694,7,77,0.0208446128857606,4,True
19,705,0,0,0.0,5,True
37,308,0,0,0.0,3,True
59,556,3,69,0.1241007194244604,1,True
75,1153,0,0,0.0,3,True
22,322,3,170,0.5279503105590062,3,True
79,470,2,82,0.1744680851063829,5,True
59,797,0,0,0.0,3,True
125,1098,8,51,0.0464480874316939,3,True
67,699,0,0,0.0,1,True
61,342,3,87,0.2543859649122807,4,True
64,394,2,12,0.0304568527918781,2,True
66,1320,6,89,0.0674242424242424,5,True
41,385,1,5,0.0129870129870129,2,True
41,1234,0,0,0.0,1,True
80,75,0,0,0.0,2,False
59,260,0,0,0.0,2,True
78,815,0,0,0.0,2,True
81,1299,1,60,0.046189376443418,5,True
72,352,2,14,0.0397727272727272,2,True
60,672,2,106,0.1577380952380952,3,True
70,1261,1,24,0.0190325138778747,4,True
50,995,0,0,0.0,2,True
64,2558,0,0,0.0,3,True
110,430,0,0,0.0,4,True
78,1197,0,0,0.0,4,True
63,6517,2,22,0.0033757864047874,4,True
49,780,2,73,0.0935897435897435,2,False
69,627,0,0,0.0,3,True
65,3061,4,55,0.01796798431885,5,True
64,3040,0,0,0.0,5,True
55,401,2,16,0.0399002493765586,2,True
107,170,0,0,0.0,2,True
46,1082,1,99,0.0914972273567467,5,True
78,1863,3,152,0.0815888352120236,5,True
25,277,0,0,0.0,4,True
66,375,0,0,0.0,3,True
85,96,0,0,0.0,4,True
44,458,0,0,0.0,2,True
69,3171,2,16,0.0050457269000315,5,True
152,1380,22,46,0.0333333333333333,2,False
71,1910,4,49,0.0256544502617801,3,True
75,549,3,38,0.0692167577413479,3,True
59,286,0,0,0.0,3,False
41,1016,2,15,0.014763779527559,4,True
69,1226,0,0,0.0,3,True
43,1283,0,0,0.0,5,True
54,906,0,0,0.0,2,True
45,500,0,0,0.0,3,True
47,2483,11,101,0.0406766008860249,3,True
53,8914,7,74,0.0083015481265425,2,True
51,1371,0,0,0.0,4,True
51,726,0,0,0.0,2,True
130,642,2,72,0.1121495327102803,5,True
65,291,0,0,0.0,4,True
150,1154,2,37,0.0320623916811091,2,True
64,463,3,70,0.1511879049676026,3,True
113,4193,2,27,0.0064393036012401,1,True
32,3825,0,0,0.0,3,True
60,886,0,0,0.0,3,True
40,377,2,28,0.0742705570291777,4,False
47,2266,4,80,0.0353045013239188,1,False
44,721,3,114,0.1581137309292649,2,True
59,193,0,0,0.0,3,True
73,2077,0,0,0.0,5,True
43,778,4,65,0.0835475578406169,2,True
40,1848,0,0,0.0,2,True
158,1335,0,0,0.0,5,True
88,154,0,0,0.0,2,True
46,1225,3,123,0.1004081632653061,4,True
45,440,1,71,0.1613636363636363,3,True
47,1451,0,0,0.0,4,True
35,3238,7,656,0.2025941939468808,4,True
65,1440,3,45,0.03125,5,True
57,205,4,16,0.0780487804878048,1,True
96,2793,0,0,0.0,3,True
64,1244,0,0,0.0,3,True
65,401,1,23,0.0573566084788029,4,True
61,824,3,122,0.1480582524271844,3,True
66,512,2,187,0.365234375,4,True
70,366,0,0,0.0,2,True
106,1373,0,0,0.0,3,True
41,299,1,5,0.0167224080267558,3,True
51,1523,0,0,0.0,4,True
67,7136,0,0,0.0,4,False
53,70,0,0,0.0,3,False
44,1769,0,0,0.0,3,True
63,2066,9,137,0.0663117134559535,4,True
66,1494,0,0,0.0,5,True
50,1092,0,0,0.0,5,True
57,771,2,166,0.2153047989623865,2,True
54,926,0,0,0.0,4,True
66,576,6,93,0.1614583333333333,2,True
30,1012,14,83,0.0820158102766798,4,True
58,740,1,7,0.0094594594594594,3,True
32,1188,0,0,0.0,2,True
81,2529,4,38,0.015025701858442,4,True
50,1244,3,93,0.0747588424437299,5,True
67,897,4,106,0.1181716833890746,4,True
81,1004,1,21,0.0209163346613545,3,True
88,2229,1,15,0.0067294751009421,4,True
46,341,1,33,0.0967741935483871,3,True
61,150,0,0,0.0,3,False
129,1596,1,179,0.1121553884711779,5,True
45,1538,0,0,0.0,4,True
69,17824,2,28,0.0015709156193895,4,True
56,746,6,60,0.0804289544235924,2,True
71,2745,0,0,0.0,3,True
35,901,1,95,0.1054384017758046,4,True
44,478,1,17,0.0355648535564853,2,True
47,315,0,0,0.0,2,True
83,461,4,79,0.1713665943600867,3,True
46,565,3,83,0.1469026548672566,2,False
44,335,5,28,0.0835820895522388,2,True
137,1074,3,34,0.031657355679702,4,True
110,2487,0,0,0.0,5,False
97,1075,1,15,0.013953488372093,3,True
69,1218,0,0,0.0,5,True
67,469,0,0,0.0,3,True
121,3320,1,9,0.0027108433734939,5,True
54,1426,2,46,0.032258064516129,5,True
81,682,0,0,0.0,4,True
77,734,5,99,0.1348773841961852,1,True
66,4133,0,0,0.0,2,True
31,549,0,0,0.0,2,True
128,1497,0,0,0.0,3,True
73,1420,5,55,0.0387323943661971,3,True
35,3164,0,0,0.0,4,False
47,500,3,63,0.126,2,True
59,667,1,7,0.0104947526236881,3,True
80,2054,0,0,0.0,3,False
62,1695,13,400,0.2359882005899705,2,True
55,325,2,32,0.0984615384615384,1,True
71,2284,0,0,0.0,5,True
51,5797,0,0,0.0,2,True
50,945,0,0,0.0,5,True
76,753,0,0,0.0,5,True
49,771,0,0,0.0,4,True
56,2215,0,0,0.0,2,True
68,4206,0,0,0.0,5,True
71,701,0,0,0.0,2,True
54,1401,4,107,0.0763740185581727,3,True
52,1485,3,27,0.0181818181818181,5,True
27,4052,0,0,0.0,3,False
48,227,0,0,0.0,3,True
41,5558,2,44,0.0079165167326376,5,True
124,256,0,0,0.0,5,True
120,1428,3,60,0.042016806722689,3,True
54,281,0,0,0.0,3,True
68,615,0,0,0.0,4,True
88,1322,0,0,0.0,4,True
41,1212,3,60,0.0495049504950495,1,True
91,556,2,280,0.5035971223021583,2,True
69,1828,1,45,0.024617067833698,4,True
18,133,2,51,0.3834586466165413,3,False
34,2906,0,0,0.0,2,True
56,2394,3,98,0.0409356725146198,4,True
102,9208,0,0,0.0,5,True
50,650,5,38,0.0584615384615384,3,True
94,923,2,44,0.0476706392199349,3,True
61,478,0,0,0.0,2,True
78,764,7,132,0.1727748691099476,2,True
78,879,0,0,0.0,4,True
48,673,0,0,0.0,5,True
30,1682,2,70,0.0416171224732461,3,True
25,769,20,130,0.1690507152145643,2,True
83,549,0,0,0.0,4,True
51,462,0,0,0.0,3,True
37,200,0,0,0.0,3,False
148,1399,4,98,0.0700500357398141,2,False
62,697,10,65,0.0932568149210903,5,True
97,1428,0,0,0.0,5,True
77,878,2,65,0.0740318906605922,3,True
51,151,1,18,0.119205298013245,2,True
72,3724,2,124,0.033297529538131,5,True
126,373,2,24,0.064343163538874,4,True
62,1656,2,27,0.0163043478260869,1,True
38,412,0,0,0.0,4,False
42,230,0,0,0.0,5,True
63,980,2,68,0.0693877551020408,3,True
51,2029,0,0,0.0,3,True
52,367,0,0,0.0,1,True
70,779,0,0,0.0,3,True
41,1038,0,0,0.0,1,True
90,506,7,259,0.5118577075098815,5,True
45,225,0,0,0.0,4,True
52,159,0,0,0.0,2,True
40,738,0,0,0.0,5,True
61,1722,5,56,0.032520325203252,5,True
73,1290,0,0,0.0,3,True
68,1256,6,272,0.2165605095541401,4,True
50,965,13,308,0.3191709844559585,5,True
79,1245,0,0,0.0,5,False
62,1856,4,84,0.0452586206896551,4,True
100,550,1,13,0.0236363636363636,5,True
42,2038,0,0,0.0,2,True
78,5014,0,0,0.0,3,True
77,546,1,1,0.0018315018315018,4,True
55,389,11,111,0.2853470437017995,2,True
82,684,1,67,0.097953216374269,3,True
44,433,6,226,0.5219399538106235,5,True
88,1248,0,0,0.0,2,True
52,394,2,108,0.2741116751269035,2,False
51,3613,1,104,0.0287849432604483,5,True
86,5077,0,0,0.0,5,True
50,407,0,0,0.0,5,True
49,1345,0,0,0.0,4,True
72,118,2,20,0.1694915254237288,2,True
64,673,11,68,0.101040118870728,1,False
33,4275,0,0,0.0,4,True
125,1981,0,0,0.0,5,True
99,1107,8,200,0.1806684733514001,5,True
54,2405,1,36,0.0149688149688149,4,True
42,671,0,0,0.0,4,True
35,822,4,216,0.2627737226277372,3,True
54,1910,0,0,0.0,3,True
67,846,0,0,0.0,3,True
48,356,0,0,0.0,2,True
107,858,8,129,0.1503496503496503,5,True
38,1185,2,31,0.0261603375527426,2,True
37,1163,5,41,0.0352536543422184,3,True
48,481,0,0,0.0,5,True
23,1551,0,0,0.0,3,True
48,3087,6,243,0.0787172011661807,2,True
43,648,4,231,0.3564814814814814,4,False
125,2845,4,67,0.0235500878734622,5,True
58,1260,1,20,0.0158730158730158,4,True
61,1074,3,32,0.0297951582867784,4,True
47,395,0,0,0.0,3,True
40,752,0,0,0.0,1,True
53,986,0,0,0.0,2,True
106,988,6,81,0.0819838056680161,3,True
147,1601,4,379,0.2367270455965021,5,True
86,3363,1,86,0.0255724055902468,3,True
87,2370,0,0,0.0,5,False
36,4045,0,0,0.0,3,False
50,1009,2,67,0.066402378592666,2,True
59,3595,0,0,0.0,4,True
36,371,1,12,0.0323450134770889,5,True
99,811,0,0,0.0,4,True
47,1682,7,52,0.0309155766944114,1,True
38,1863,0,0,0.0,4,False
149,1610,5,65,0.0403726708074534,5,True
86,1791,0,0,0.0,1,True
90,762,0,0,0.0,4,True
79,2169,11,190,0.0875979714153988,5,True
75,1290,2,23,0.017829457364341,5,True
